Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
13,Camino,Sierra Foothill,2/25/2025,056,3.07, ,0.00, ,194, ,0.7, ,17.3, ,4.3, ,10.7, ,90, ,27, ,58, ,2.8, ,2.5, ,219.5, ,9.6, 
13,Camino,Sierra Foothill,2/26/2025,057,3.42, ,0.00, ,186, ,0.7, ,19.5, ,8.4, ,13.5, ,73, ,28, ,47, ,2.3, ,2.2, ,193.9, ,9.6, 
13,Camino,Sierra Foothill,2/27/2025,058,4.00, ,0.00, ,177, ,0.6, ,23.4,Y,10.3,Y,15.4, ,45, ,24, ,34, ,-0.3, ,2.8, ,238.2, ,9.9, 
13,Camino,Sierra Foothill,2/28/2025,059,4.29, ,0.00, ,200, ,0.5, ,21.9, ,11.2,Y,16.7,Y,49, ,13, ,27,Y,-2.4,Y,2.5, ,218.5, ,10.2, 
13,Camino,Sierra Foothill,3/1/2025,060,3.51, ,3.40, ,200, ,0.7, ,19.5, ,6.4, ,12.1, ,91, ,27, ,46, ,0.9, ,3.2, ,274.6, ,10.2, 
13,Camino,Sierra Foothill,3/2/2025,061,0.39, ,20.80, ,51, ,0.8, ,6.6, ,0.5, ,3.7, ,96, ,92, ,95, ,3.0, ,2.9, ,246.5, ,9.8, 
13,Camino,Sierra Foothill,3/3/2025,062,1.22, ,0.50, ,120, ,0.7, ,8.2, ,1.9, ,4.9, ,95, ,75, ,86, ,2.8, ,1.5, ,127.4, ,8.9, 
13,Camino,Sierra Foothill,3/4/2025,063,1.95, ,0.00, ,155, ,0.8, ,12.3, ,3.1, ,7.0, ,89, ,61, ,77, ,3.3, ,1.7, ,145.5, ,9.0, 
13,Camino,Sierra Foothill,3/5/2025,064,0.22, ,7.80, ,38, ,0.8, ,8.0, ,2.9, ,5.9, ,94, ,79, ,90, ,4.5, ,2.4, ,205.5, ,9.2, 
13,Camino,Sierra Foothill,3/6/2025,065,0.99, ,2.00, ,106, ,0.7, ,6.9, ,1.4, ,3.4, ,96, ,80, ,90, ,2.0, ,2.4, ,209.3, ,8.9, 
13,Camino,Sierra Foothill,3/7/2025,066,3.35, ,0.20,H,230,R,0.5, ,13.4, ,0.4, ,7.0, ,88, ,30, ,47, ,-3.6, ,2.5, ,220.1, ,8.5, 
13,Camino,Sierra Foothill,3/8/2025,067,3.37, ,0.00, ,228, ,0.6, ,14.1, ,2.1, ,8.3, ,77, ,38, ,52, ,-1.0, ,2.3, ,201.6, ,8.4, 
13,Camino,Sierra Foothill,3/9/2025,068,3.83, ,0.00, ,232, ,0.6, ,16.9, ,3.7, ,10.1, ,82, ,30, ,49, ,-0.1, ,2.9, ,252.3, ,8.8, 
13,Camino,Sierra Foothill,3/10/2025,069,3.72, ,0.00, ,195, ,0.5, ,17.8, ,5.3, ,11.0, ,55, ,27, ,38, ,-2.6, ,2.6, ,228.0, ,9.1, 
13,Camino,Sierra Foothill,3/11/2025,070,3.68, ,0.00, ,226, ,0.7, ,15.4, ,6.0, ,10.0, ,88, ,42, ,54, ,1.1, ,2.5, ,216.1, ,9.3, 
13,Camino,Sierra Foothill,3/12/2025,071,0.68, ,33.50, ,33, ,0.8, ,10.4, ,0.7, ,6.2, ,94, ,66, ,84, ,3.7, ,4.3,Y,373.7,Y,9.3, 
13,Camino,Sierra Foothill,3/13/2025,072,0.65, ,16.20, ,79, ,0.6, ,4.6, ,0.0, ,1.4, ,95, ,93, ,94, ,0.6, ,2.6, ,222.8, ,7.5, 
13,Camino,Sierra Foothill,3/14/2025,073,0.39, ,12.20, ,51, ,0.7, ,3.8,Y,-0.1, ,2.1, ,96, ,82, ,93, ,1.1, ,3.9,Y,335.8,Y,6.8, 
13,Camino,Sierra Foothill,3/15/2025,074,1.62, ,1.20, ,132, ,0.8, ,10.0, ,2.9, ,5.4, ,97, ,64, ,86, ,3.3, ,2.7, ,234.1, ,7.0, 
13,Camino,Sierra Foothill,3/16/2025,075,3.31, ,12.30, ,203, ,0.8, ,13.3, ,2.1, ,8.7, ,92, ,58, ,70, ,3.6, ,4.1,Y,350.2,Y,7.6, 
13,Camino,Sierra Foothill,3/17/2025,076,0.67, ,38.60, ,75, ,0.8, ,8.0, ,0.9, ,3.7, ,97, ,94, ,96, ,3.2, ,2.7, ,230.1, ,7.9, 
13,Camino,Sierra Foothill,3/18/2025,077,2.91, ,0.10, ,237, ,0.6, ,11.0, ,-0.1, ,4.9, ,95, ,50, ,73, ,0.6, ,2.3, ,194.5, ,7.2, 
13,Camino,Sierra Foothill,3/19/2025,078,2.72, ,2.60, ,178, ,0.7, ,11.8, ,2.0, ,6.9, ,88, ,53, ,69, ,1.5, ,2.9, ,247.0, ,7.6, 
13,Camino,Sierra Foothill,3/20/2025,079,3.19, ,1.30, ,241, ,0.8, ,13.6, ,3.4, ,7.9, ,93, ,41, ,74, ,3.5, ,1.8, ,155.4, ,8.3, 
13,Camino,Sierra Foothill,3/21/2025,080,1.83, ,0.00, ,119, ,0.7, ,12.5, ,5.4, ,8.8, ,76, ,38, ,61, ,1.7, ,1.5, ,132.2, ,8.8, 
13,Camino,Sierra Foothill,3/22/2025,081,2.52, ,0.00, ,170, ,0.9, ,14.1, ,5.8, ,9.6, ,86, ,52, ,71, ,4.6, ,2.0, ,169.5, ,9.1, 
13,Camino,Sierra Foothill,3/23/2025,082,3.65, ,0.00, ,218, ,1.0, ,19.3, ,6.0, ,12.7, ,86, ,44, ,65, ,6.2, ,2.3, ,200.6, ,9.5, 
13,Camino,Sierra Foothill,3/24/2025,083,4.51, ,0.00, ,251, ,1.1, ,23.9, ,10.3, ,17.1, ,64, ,46, ,55, ,8.0, ,2.4, ,203.5, ,10.3, 
13,Camino,Sierra Foothill,3/25/2025,084,5.39, ,0.00, ,257, ,0.9, ,26.3,Y,12.7,Y,19.1,Y,56, ,24, ,40,Y,5.2,Y,3.0, ,260.1, ,11.3, 
13,Camino,Sierra Foothill,3/26/2025,085,4.53, ,0.00, ,245, ,1.0, ,18.7, ,10.6, ,14.8, ,88, ,38, ,60, ,7.1, ,2.9, ,253.5, ,11.8, 
13,Camino,Sierra Foothill,3/27/2025,086,0.82, ,7.10, ,73, ,1.0, ,12.8, ,6.7, ,9.1, ,96, ,80, ,91, ,7.6, ,2.7, ,233.5, ,11.8, 
13,Camino,Sierra Foothill,3/28/2025,087,1.18, ,3.10, ,109, ,0.9, ,9.1, ,4.5, ,6.8, ,94, ,87, ,92, ,5.6, ,2.6, ,222.0, ,11.1, 
13,Camino,Sierra Foothill,3/29/2025,088,3.36, ,0.10, ,238, ,0.7, ,13.5, ,2.7, ,7.8, ,92, ,50, ,69, ,2.5, ,1.9, ,164.2, ,10.7, 
13,Camino,Sierra Foothill,3/30/2025,089,1.34, ,8.90, ,85, ,0.9, ,12.6, ,5.4, ,8.7, ,96, ,66, ,82, ,5.7, ,4.3,Y,370.1,Y,10.5, 
13,Camino,Sierra Foothill,3/31/2025,090,0.43, ,21.90, ,56, ,0.9, ,8.7, ,3.2, ,5.9, ,98, ,95, ,97, ,5.4, ,5.1,R,437.4,R,9.8, 
13,Camino,Sierra Foothill,4/1/2025,091,0.23, ,22.70, ,46, ,0.7, ,4.2,Y,0.2, ,2.2, ,97, ,96, ,96, ,1.7, ,3.7, ,319.4, ,8.5, 
13,Camino,Sierra Foothill,4/2/2025,092,2.77, ,5.40,H,228, ,0.7, ,11.0, ,0.1, ,4.7, ,97, ,63, ,82, ,1.9, ,1.8, ,158.6, ,7.7, 
13,Camino,Sierra Foothill,4/3/2025,093,3.77, ,0.10,H,263, ,0.6, ,13.4, ,1.6, ,7.4, ,77, ,52, ,63, ,0.8, ,2.6, ,226.4, ,8.3, 
13,Camino,Sierra Foothill,4/4/2025,094,4.94, ,0.00, ,279, ,0.6, ,17.2, ,3.5, ,10.7, ,72, ,29, ,45, ,-0.7, ,3.4, ,295.2, ,8.9, 
13,Camino,Sierra Foothill,4/5/2025,095,4.83, ,0.00, ,265, ,0.6, ,18.6, ,5.8, ,12.3, ,62, ,27, ,41, ,-0.7, ,2.6, ,228.0, ,9.6, 
13,Camino,Sierra Foothill,4/6/2025,096,4.66, ,0.00, ,257, ,0.8, ,19.7, ,7.0, ,13.4, ,65, ,39, ,52, ,3.6, ,2.3, ,201.9, ,10.3, 
13,Camino,Sierra Foothill,4/7/2025,097,0.95, ,2.50, ,78, ,1.1, ,13.2, ,8.2, ,10.8, ,93, ,59, ,81, ,7.7, ,1.7, ,143.6, ,10.8, 
13,Camino,Sierra Foothill,4/8/2025,098,4.35, ,0.00, ,279, ,1.0, ,19.3, ,6.8, ,12.7, ,88, ,44, ,65, ,6.2, ,1.9, ,162.4, ,11.0, 
13,Camino,Sierra Foothill,4/9/2025,099,5.16, ,0.00, ,277, ,0.9, ,22.5, ,9.4, ,16.0, ,66, ,36, ,49, ,5.4, ,2.8, ,238.7, ,11.7, 
13,Camino,Sierra Foothill,4/10/2025,100,4.78, ,0.00, ,264, ,1.1, ,23.6, ,11.6, ,17.0, ,66, ,43, ,55, ,7.8, ,2.5, ,212.0, ,12.4, 
13,Camino,Sierra Foothill,4/11/2025,101,5.01, ,0.00, ,256, ,0.9, ,22.9, ,11.7, ,16.6, ,73, ,32, ,49, ,5.8, ,2.5, ,213.1, ,13.0, 
13,Camino,Sierra Foothill,4/12/2025,102,5.04, ,0.00, ,304, ,0.8, ,19.5, ,9.2, ,14.5, ,70, ,29, ,47, ,3.2, ,2.1, ,183.3, ,13.2, 
13,Camino,Sierra Foothill,4/13/2025,103,6.25, ,0.00, ,303, ,0.7, ,23.5, ,9.6, ,17.4, ,58, ,17, ,35, ,2.0, ,3.3, ,285.4, ,13.2, 
13,Camino,Sierra Foothill,4/14/2025,104,6.45, ,0.00, ,307, ,0.7, ,24.9, ,14.5,Y,19.6, ,47, ,15, ,29, ,1.1, ,2.8, ,244.8, ,13.6, 
13,Camino,Sierra Foothill,4/15/2025,105,4.95, ,0.00, ,277, ,1.0, ,20.6, ,10.3, ,16.1, ,90, ,34, ,53, ,6.6, ,2.2, ,194.0, ,14.0, 
13,Camino,Sierra Foothill,4/16/2025,106,3.93, ,0.00, ,253, ,1.0, ,17.1, ,6.6, ,11.3, ,93, ,61, ,74, ,6.8, ,2.1, ,179.5, ,14.2, 
13,Camino,Sierra Foothill,4/17/2025,107,1.78, ,0.00, ,149, ,1.1, ,14.5, ,6.0, ,8.9, ,97, ,78, ,93, ,7.8, ,1.3,Y,111.9,Y,13.9, 
13,Camino,Sierra Foothill,4/18/2025,108,5.08, ,0.00, ,311, ,0.8, ,19.7, ,6.2, ,12.7, ,93, ,14, ,55, ,3.8, ,2.5, ,212.6, ,13.8, 
13,Camino,Sierra Foothill,4/19/2025,109,5.41, ,0.00, ,314, ,0.6, ,20.0, ,7.8, ,14.1, ,59, ,18, ,39, ,0.2, ,2.4, ,207.4, ,13.7, 
13,Camino,Sierra Foothill,4/20/2025,110,5.47, ,0.00, ,315, ,0.9, ,21.7, ,9.1, ,15.6, ,63, ,38, ,49, ,5.0, ,2.4, ,206.8, ,13.9, 
13,Camino,Sierra Foothill,4/21/2025,111,6.00, ,0.00, ,320, ,0.8, ,23.5, ,10.5, ,16.8, ,61, ,28, ,41, ,3.5, ,2.8, ,243.5, ,14.2, 
13,Camino,Sierra Foothill,4/22/2025,112,6.12, ,0.00, ,317, ,0.8, ,23.2, ,10.8, ,17.0, ,55, ,34, ,43, ,4.2, ,3.0, ,261.9, ,14.5, 
13,Camino,Sierra Foothill,4/23/2025,113,5.28, ,0.00, ,327,R,0.8, ,17.9, ,8.6, ,13.2, ,80, ,39, ,53, ,3.8, ,2.3, ,195.4, ,14.6, 
13,Camino,Sierra Foothill,4/24/2025,114,4.62, ,0.00, ,292, ,0.9, ,16.8, ,6.6, ,11.0, ,91, ,49, ,65, ,4.7, ,2.2, ,190.5, ,14.3, 
13,Camino,Sierra Foothill,4/25/2025,115,0.66, ,0.00, ,71, ,0.8, ,8.5, ,4.2, ,6.2, ,96, ,76, ,88, ,4.3, ,2.0, ,175.0, ,13.8, 
13,Camino,Sierra Foothill,4/26/2025,116,1.14, ,7.20, ,114, ,0.9, ,9.5, ,5.1, ,6.6, ,93, ,84, ,90, ,5.1, ,1.6, ,134.4, ,12.9, 
13,Camino,Sierra Foothill,4/27/2025,117,0.61, ,3.40, ,71, ,0.9, ,8.4, ,4.9, ,6.5, ,94, ,88, ,92, ,5.2, ,1.7, ,144.3, ,12.4, 
13,Camino,Sierra Foothill,4/28/2025,118,4.74, ,0.00, ,326, ,1.0, ,18.5, ,3.6, ,11.5, ,92, ,59, ,76, ,7.3, ,1.8, ,158.3, ,12.4, 
13,Camino,Sierra Foothill,4/29/2025,119,5.49, ,0.00, ,312, ,1.0, ,21.8, ,10.5, ,16.6, ,72, ,45, ,55, ,7.5, ,2.4, ,210.4, ,13.6, 
13,Camino,Sierra Foothill,4/30/2025,120,5.72, ,0.00, ,306, ,1.1, ,24.3, ,12.3, ,17.5, ,74, ,43, ,56, ,8.8, ,2.6, ,223.4, ,14.6, 
13,Camino,Sierra Foothill,5/1/2025,121,6.29, ,0.00, ,330, ,1.0, ,24.6, ,12.6, ,19.0, ,67, ,29, ,45, ,6.7, ,2.8, ,243.6, ,15.1, 
13,Camino,Sierra Foothill,5/2/2025,122,6.08, ,0.00, ,327, ,1.0, ,23.6, ,12.8, ,17.9, ,68, ,25, ,47, ,6.4, ,2.6, ,221.2, ,15.5, 
13,Camino,Sierra Foothill,5/3/2025,123,4.37, ,0.00, ,261, ,1.0, ,19.6, ,9.6, ,14.4, ,77, ,46, ,62, ,7.1, ,1.8, ,159.3, ,15.5, 
13,Camino,Sierra Foothill,5/4/2025,124,4.58, ,0.00, ,273, ,1.0, ,20.5, ,9.5, ,14.8, ,84, ,40, ,61, ,7.4, ,2.0, ,169.8, ,15.5, 
13,Camino,Sierra Foothill,5/5/2025,125,6.77, ,0.00, ,340, ,0.6, ,26.5, ,11.7, ,19.5, ,49, ,13, ,26, ,-0.2, ,2.6, ,223.6, ,15.5, 
13,Camino,Sierra Foothill,5/6/2025,126,6.82, ,0.00, ,341, ,0.6, ,24.5, ,13.0, ,19.1, ,32, ,23, ,28, ,0.2, ,2.7, ,234.0, ,15.8, 
13,Camino,Sierra Foothill,5/7/2025,127,6.24, ,0.00, ,338, ,0.9, ,23.7, ,13.0, ,18.3, ,63, ,27, ,42, ,5.1, ,2.4, ,203.1, ,16.0, 
13,Camino,Sierra Foothill,5/8/2025,128,6.44, ,0.00, ,339, ,1.0, ,26.0, ,13.2, ,19.9, ,57, ,29, ,42, ,6.5, ,2.4, ,206.7, ,16.4, 
13,Camino,Sierra Foothill,5/9/2025,129,6.83, ,0.00, ,339, ,1.0, ,28.8, ,14.6, ,22.1, ,61, ,23, ,38, ,7.1, ,2.4, ,209.2, ,17.0, 
13,Camino,Sierra Foothill,5/10/2025,130,7.21, ,0.00, ,338, ,0.8, ,29.6, ,16.7, ,22.8, ,48, ,18, ,30, ,4.4, ,2.7, ,237.3, ,17.5, 
13,Camino,Sierra Foothill,5/11/2025,131,6.34, ,0.00, ,341, ,0.8, ,21.8, ,6.6, ,16.5, ,77, ,30, ,41, ,3.2, ,2.7, ,236.0, ,17.5, 
13,Camino,Sierra Foothill,5/12/2025,132,1.22, ,3.20, ,110, ,0.9, ,10.8, ,5.2, ,7.8, ,94, ,69, ,85, ,5.4, ,2.6, ,225.9, ,16.3, 
13,Camino,Sierra Foothill,5/13/2025,133,3.07, ,0.90, ,212, ,0.9, ,15.4, ,5.4, ,9.2, ,95, ,56, ,79, ,5.7, ,2.1, ,181.6, ,15.4, 
13,Camino,Sierra Foothill,5/14/2025,134,5.48, ,0.00, ,328, ,0.8, ,20.3, ,5.5, ,13.6, ,75, ,36, ,50, ,3.4, ,2.3, ,198.7, ,15.5, 
13,Camino,Sierra Foothill,5/15/2025,135,6.01, ,0.00, ,337, ,0.9, ,23.3, ,9.0, ,16.6, ,69, ,33, ,47, ,5.2, ,2.2, ,191.1, ,16.0, 
13,Camino,Sierra Foothill,5/16/2025,136,6.31, ,0.00, ,334, ,1.0, ,25.3, ,12.7, ,19.1, ,62, ,31, ,45, ,6.8, ,2.2, ,191.0, ,16.7, 
13,Camino,Sierra Foothill,5/17/2025,137,4.56, ,0.00, ,252, ,1.0, ,19.9, ,9.6, ,14.6, ,78, ,33, ,57, ,6.3, ,2.9, ,250.8, ,16.8, 
13,Camino,Sierra Foothill,5/18/2025,138,6.23, ,0.00, ,347, ,0.8, ,22.3, ,8.5, ,15.7, ,73, ,24, ,45, ,3.7, ,2.7, ,233.5, ,16.6, 
13,Camino,Sierra Foothill,5/19/2025,139,6.73, ,0.00, ,352, ,0.8, ,25.4, ,10.7, ,18.8, ,54, ,26, ,37, ,4.0, ,2.5, ,214.0, ,16.8, 
13,Camino,Sierra Foothill,5/20/2025,140,7.05, ,0.00, ,353, ,0.7, ,25.8, ,13.3, ,19.4, ,50, ,15, ,31, ,2.1, ,2.8, ,244.8, ,17.3, 
13,Camino,Sierra Foothill,5/21/2025,141,7.04, ,0.00, ,354, ,0.7, ,27.6, ,12.4, ,20.6, ,48, ,18, ,29, ,2.1, ,2.3, ,199.1, ,17.5, 
13,Camino,Sierra Foothill,5/22/2025,142,7.05, ,0.00, ,358, ,0.7, ,25.1, ,11.6, ,18.6, ,41, ,26, ,34, ,2.4, ,2.7, ,232.8, ,17.8, 
13,Camino,Sierra Foothill,5/23/2025,143,6.36, ,0.00, ,358, ,0.7, ,22.9, ,9.8, ,16.6, ,60, ,27, ,38, ,2.3, ,2.1, ,181.8, ,17.8, 
13,Camino,Sierra Foothill,5/24/2025,144,6.31, ,0.00, ,350, ,1.0, ,25.2, ,11.0, ,18.0, ,63, ,35, ,48, ,6.8, ,2.2, ,193.1, ,18.0, 
13,Camino,Sierra Foothill,5/25/2025,145,6.44, ,0.00, ,346, ,1.1, ,25.0, ,10.3, ,18.0, ,75, ,26, ,51, ,7.7, ,2.5, ,219.7, ,18.4, 
13,Camino,Sierra Foothill,5/26/2025,146,5.87, ,0.00, ,343, ,1.0, ,23.0, ,7.5, ,16.0, ,83, ,38, ,54, ,6.8, ,2.2, ,188.0, ,18.4, 
13,Camino,Sierra Foothill,5/27/2025,147,6.39, ,0.00, ,349, ,1.1, ,27.3, ,12.5, ,20.0, ,69, ,33, ,48, ,8.6, ,1.8, ,158.5, ,18.6, 
13,Camino,Sierra Foothill,5/28/2025,148,7.16, ,0.00, ,354, ,1.0, ,27.8, ,15.7, ,21.6, ,64, ,22, ,38, ,6.8, ,2.6, ,226.5, ,19.0, 
13,Camino,Sierra Foothill,5/29/2025,149,6.79, ,0.00, ,342, ,1.2, ,28.1, ,15.0, ,22.2, ,61, ,34, ,45, ,9.7, ,2.3, ,198.8, ,19.3, 
13,Camino,Sierra Foothill,5/30/2025,150,7.23, ,0.00, ,353, ,1.4, ,33.6, ,17.5, ,26.1, ,61, ,27, ,41, ,11.7, ,2.0, ,169.7, ,19.9, 
13,Camino,Sierra Foothill,5/31/2025,151,8.12, ,0.00, ,352, ,1.1, ,34.5, ,21.0,Y,27.7, ,58, ,18, ,30, ,8.4, ,2.6, ,227.5, ,20.6, 
13,Camino,Sierra Foothill,6/1/2025,152,7.74, ,0.00, ,353, ,1.0, ,30.2, ,18.4, ,24.5, ,50, ,18, ,33, ,7.1, ,2.6, ,228.8, ,20.9, 
13,Camino,Sierra Foothill,6/2/2025,153,7.10, ,0.00, ,352, ,1.1, ,28.8, ,17.2, ,23.2, ,54, ,25, ,39, ,8.6, ,2.2, ,186.1, ,20.8, 
13,Camino,Sierra Foothill,6/3/2025,154,5.96,A,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
13,Camino,Sierra Foothill,6/4/2025,155,6.92, ,0.00, ,350, ,1.3, ,28.7, ,16.6, ,22.8, ,64, ,27, ,45, ,10.4, ,2.1, ,185.4, ,21.0, 
15,Stratford,San Joaquin Valley,12/4/2024,339,1.26, ,0.10, ,110, ,1.0, ,18.9, ,1.2, ,8.6, ,100, ,59, ,90, ,7.0, ,0.9, ,77.8, ,12.9, 
15,Stratford,San Joaquin Valley,12/5/2024,340,1.13, ,0.10, ,101, ,1.0, ,18.7, ,3.0, ,9.0, ,100, ,58, ,89, ,7.2, ,1.0, ,88.2, ,12.7, 
15,Stratford,San Joaquin Valley,12/6/2024,341,1.15, ,0.20, ,103, ,1.0, ,17.7, ,1.7, ,8.0, ,100, ,63, ,92, ,6.8, ,1.2, ,101.8, ,12.6, 
15,Stratford,San Joaquin Valley,12/7/2024,342,0.91, ,0.20, ,91, ,0.9, ,17.1, ,0.4, ,6.9, ,100, ,65, ,95, ,6.2, ,1.2, ,105.1, ,12.5, 
15,Stratford,San Joaquin Valley,12/8/2024,343,0.93, ,0.10, ,87, ,1.0, ,13.9, ,3.8, ,8.0, ,100, ,78, ,94, ,7.2, ,1.5, ,132.5, ,12.3, 
15,Stratford,San Joaquin Valley,12/9/2024,344,0.69, ,0.20, ,74, ,1.0, ,12.4, ,5.5, ,8.0, ,100, ,75, ,96, ,7.4, ,1.6, ,133.9, ,12.4, 
15,Stratford,San Joaquin Valley,12/10/2024,345,1.24, ,0.00, ,108, ,0.9, ,13.9, ,2.5, ,7.9, ,100, ,63, ,85, ,5.6, ,1.5, ,128.7, ,12.4, 
15,Stratford,San Joaquin Valley,12/11/2024,346,1.04, ,0.10, ,101, ,0.8, ,14.5, ,-0.8, ,5.0, ,100, ,62, ,90, ,3.6, ,1.6, ,134.8, ,12.0, 
15,Stratford,San Joaquin Valley,12/12/2024,347,0.78, ,4.20, ,78, ,0.9, ,13.5, ,1.5, ,6.6, ,100, ,75, ,94, ,5.7, ,1.5, ,126.9, ,11.7, 
15,Stratford,San Joaquin Valley,12/13/2024,348,0.98, ,0.20, ,93, ,1.0, ,14.6, ,-0.1, ,7.8, ,100, ,71, ,92, ,6.6, ,1.5, ,126.1, ,11.7, 
15,Stratford,San Joaquin Valley,12/14/2024,349,2.37, ,0.00, ,115, ,1.0, ,19.1, ,3.5, ,11.7, ,94, ,45, ,69, ,6.3, ,3.9,Y,336.3,Y,12.0, 
15,Stratford,San Joaquin Valley,12/15/2024,350,1.46, ,0.00, ,122, ,0.8, ,15.2, ,-0.3, ,7.0, ,97, ,51, ,79, ,3.6, ,1.4, ,121.0, ,11.8, 
15,Stratford,San Joaquin Valley,12/16/2024,351,0.77, ,0.00, ,76, ,0.9, ,14.5, ,0.1, ,7.4, ,98, ,62, ,85, ,5.1, ,1.5, ,129.9, ,11.5, 
15,Stratford,San Joaquin Valley,12/17/2024,352,0.19, ,0.00, ,34, ,1.1, ,10.7, ,7.0, ,9.4, ,99, ,89, ,93, ,8.4, ,2.3, ,196.4, ,11.6, 
15,Stratford,San Joaquin Valley,12/18/2024,353,0.54, ,0.00, ,55, ,1.1, ,13.2, ,8.6, ,10.3, ,96, ,74, ,86, ,7.9, ,1.4, ,119.3, ,11.9, 
15,Stratford,San Joaquin Valley,12/19/2024,354,0.43, ,0.00, ,51, ,1.0, ,11.9, ,2.5, ,8.5, ,100, ,79, ,89, ,6.8, ,1.3, ,111.3, ,12.2, 
15,Stratford,San Joaquin Valley,12/20/2024,355,0.29, ,0.20, ,47, ,1.0, ,9.0, ,3.4, ,6.3, ,100, ,100, ,100, ,6.4, ,1.4, ,119.1, ,12.0, 
15,Stratford,San Joaquin Valley,12/21/2024,356,1.07, ,0.10, ,87, ,1.0, ,20.7, ,4.5, ,9.0, ,100, ,61, ,90, ,7.4, ,1.9, ,161.0, ,12.0, 
15,Stratford,San Joaquin Valley,12/22/2024,357,0.67, ,0.40, ,64, ,1.3, ,17.1, ,8.0, ,11.9, ,100, ,71, ,90, ,10.3, ,1.6, ,135.0, ,12.2, 
15,Stratford,San Joaquin Valley,12/23/2024,358,1.24, ,0.00, ,99, ,1.2, ,20.7, ,5.5, ,12.2, ,100, ,60, ,84, ,9.6, ,1.3, ,108.5, ,12.5, 
15,Stratford,San Joaquin Valley,12/24/2024,359,0.41, ,8.00, ,50, ,1.2, ,15.3, ,5.8, ,10.3, ,98, ,75, ,92, ,9.1, ,2.2, ,192.1, ,12.6, 
15,Stratford,San Joaquin Valley,12/25/2024,360,0.83, ,0.00, ,83, ,0.9, ,12.4, ,1.4, ,7.0, ,100, ,75, ,92, ,5.7, ,1.4, ,117.8, ,12.4, 
15,Stratford,San Joaquin Valley,12/26/2024,361,0.90, ,3.90, ,87, ,1.1, ,14.0, ,3.9, ,8.9, ,100, ,70, ,93, ,7.7, ,1.7, ,143.0, ,12.1, 
15,Stratford,San Joaquin Valley,12/27/2024,362,1.22, ,0.30, ,97, ,1.3, ,19.6, ,8.9, ,12.5, ,100, ,67, ,90, ,10.9, ,2.0, ,171.9, ,12.4, 
15,Stratford,San Joaquin Valley,12/28/2024,363,1.02, ,0.30, ,94, ,1.2, ,17.9, ,5.9, ,10.8, ,100, ,75, ,96, ,10.1, ,1.2, ,107.3, ,12.6, 
15,Stratford,San Joaquin Valley,12/29/2024,364,0.94, ,0.20, ,80, ,1.3, ,19.8, ,6.1, ,11.2, ,100, ,66, ,95, ,10.4, ,2.0, ,173.9, ,12.7, 
15,Stratford,San Joaquin Valley,12/30/2024,365,1.52, ,0.00, ,119, ,1.0, ,14.2, ,6.2, ,9.5, ,100, ,70, ,88, ,7.6, ,2.9, ,247.3, ,12.8, 
15,Stratford,San Joaquin Valley,12/31/2024,366,1.62, ,0.00, ,125, ,0.8, ,14.5, ,0.7, ,7.6, ,93, ,51, ,75, ,3.5, ,1.9, ,161.8, ,12.3, 
15,Stratford,San Joaquin Valley,1/1/2025,001,1.25, ,0.00, ,108, ,0.8, ,15.9, ,0.4, ,7.7, ,97, ,57, ,81, ,4.6, ,1.3, ,111.2, ,11.9, 
15,Stratford,San Joaquin Valley,1/2/2025,002,1.43, ,0.00, ,122, ,0.9, ,17.3, ,1.3, ,7.9, ,98, ,57, ,82, ,5.1, ,1.1, ,93.3, ,11.6, 
15,Stratford,San Joaquin Valley,1/3/2025,003,1.12, ,0.00, ,81, ,1.1, ,19.6, ,4.9, ,10.5, ,98, ,52, ,86, ,8.2, ,2.3, ,199.8, ,11.6, 
15,Stratford,San Joaquin Valley,1/4/2025,004,1.56, ,0.00, ,114, ,0.9, ,15.4, ,2.9, ,8.4, ,98, ,58, ,83, ,5.7, ,2.3, ,201.2, ,11.8, 
15,Stratford,San Joaquin Valley,1/5/2025,005,1.42, ,0.00, ,118, ,0.9, ,14.8, ,1.5, ,7.5, ,99, ,64, ,85, ,5.1, ,1.5, ,129.0, ,11.5, 
15,Stratford,San Joaquin Valley,1/6/2025,006,1.22, ,0.00, ,118, ,0.9, ,15.0, ,-0.1, ,7.6, ,100, ,67, ,88, ,5.7, ,1.4, ,116.6, ,11.3, 
15,Stratford,San Joaquin Valley,1/7/2025,007,1.57, ,0.00, ,126, ,1.1, ,15.2, ,6.2, ,10.5, ,93, ,64, ,83, ,7.7, ,2.3, ,199.3, ,11.5, 
15,Stratford,San Joaquin Valley,1/8/2025,008,1.16, ,0.00, ,90, ,0.8, ,17.6, ,0.9, ,7.5, ,100, ,41, ,75, ,3.4, ,1.4, ,118.2, ,11.5, 
